,lang,rank,result,type
730,german,99999999,"['mittig', 'mittittittig', 'mittittig', 'mttttg', 'mittttittg', 'mitttitg', 'mtitttig', 'mttittttig', 'mtttig', 'mitttg']",negative
731,german,99999999,"['silberglänzende', 'milberglänzende', 'sige', 'silberglänzenge', 'sge', 'se', 'mde', 'me', 'silberge', 'sie']",negative
732,german,99999999,"['mittige', 'mittigg', 'mittigtig', 'mittigittig', 'mittigig', 'mittittittige', 'mittigttig', 'mittittige', 'mttttge', 'mtitttige']",negative
733,german,99999999,"['silbergelänzende', 'silberglänzende', 'siglberelänzende', 'siglberglänzende', 'silberelänzende', 'silberigelänzende', 'sglberelänzende', 'sglberglänzende', 'silbertigelänzende', 'sitlberglänzende']",negative
734,german,99999999,"['mittig', 'mititig', 'mittige', 'mittie', 'mititg', 'mitte', 'mite', 'mie', 'mig', 'me']",negative
735,german,99999999,"['mittig', 'mgttgg', 'mittigttittigg', 'mgttig', 'mittgg', 'mttttg', 'mittigttig', 'mittittigg', 'migttigg', 'mtigtttigg']",negative
736,german,99999999,"['silberglänzend', 'silbgrglänzgnd', 'silbgrglänzend', 'silberglänzgnd', 'silbigrglänzignd', 'silbgrilänzgnd', 'silbigrglänzend', 'silberglänzignd', 'silbgrilänzend', 'silberilänzgnd']",negative
737,german,99999999,"['mittige', 'mittig', 'migttige', 'migttigg', 'migttie', 'mitigtige', 'mittigg', 'migttig', 'mittie', 'mititige']",negative
738,german,99999999,"['s', 'schokoladi', 'schokolad', 'sc', 'sch', 'scho', 'schok', 'schoko', 'schokol', 'schokola']",negative
739,german,99999999,"['gleichfarbiger', 'gleichferbiger', 'gleichfeichfarrbiger', 'glearbichfarbarbiger', 'gleichfeichfarbiger', 'gleileichfarbiger', 'gleichfarfarbiger', 'gleilfarbiger', 'gfeichfarbiger', 'gleichfeichfrbiger']",negative
740,german,99999999,"['schokoladig', 'schokoladis', 'schokoladischokola', 'schokoladischokolad', 'schokoladischoko', 'schokoladischokol', 'gchokoladis', 'schokoladisc', 'schokoladisch', 'schokoladischo']",negative
741,german,99999999,"['gl', 'g', 'gleichfarbi', 'gleichfarb', 'gg', 'sl', 'gle', 'glei', 'gleic', 'gleich']",negative
742,german,99999999,"['schokoladiger', 'schokoladischokoar', 'schokoladischokoer', 'schokoladigar', 'schokoladiser', 'schokoladischokolaer', 'schokolaokoladiger', 'schokocadiser', 'schokoaadischokoler', 'schokochokolaadiser']",negative
743,german,99999999,"['gleichfarbig', 'sleichfarbig', 'gleichfardig', 'gdig', 'gig', 'gg', 'sbig', 'sig', 'sg', 'schfarbig']",negative
744,german,99999999,"['schokoladig', 'schokoladiger', 'schokoladr', 'schokoladkoladiger', 'schokogadischokoladi', 'schokochokoladigadis', 'schokoladischoko', 'schokoladdiger', 'schokolader', 'schokoladir']",negative
745,german,99999999,"['gleichfarbig', 'gleichfarbi', 'gleichfagbig', 'gleichfaigbig', 'gliichfagbig', 'gliichfarbig', 'ileichfarbii', 'ileichfarbig', 'gleichfarbii', 'gleichfadirbig']",negative
746,german,99999999,"['schokoladiger', 'schokoladig', 'scholadigekoladiger', 'schokoladigeg', 'schokoladir', 'scholadigkoladiger', 'scholkoladiger', 'scholakoladiger', 'scholadkoladiger', 'scholadikoladiger']",negative
747,german,99999999,"['schokoladig', 'schokoladg', 'schokoladkoladig', 'schokoladdig', 'schokoladadig', 'schokoladladig', 'schokoladoladig', 'schokoladchokoladig', 'schokoladokoladig', 'schokoladikoladig']",negative
748,german,99999999,"['gerleichfarbigerer', 'gleichfarbigerer', 'gerleichfarbiger', 'rleigechfarbigerer', 'gleichfarbiger', 'rleigechfarbigeger', 'gleigechfarbigerer', 'rleigechfarbirer', 'rleichfarbigerer', 'erleigchfarbigerer']",negative
749,german,99999999,"['schokoladig', 'scholadikoladig', 'schokoladir', 'scholadkoladig', 'scholkoladig', 'scholakoladig', 'scholadikog', 'schokoladr', 'schokolar', 'schokolr']",negative
750,german,99999999,"['gleichfarbigerer', 'gleichfarbigeger', 'gger', 'sleichfarbigerer', 'srer', 'gleichfarbiger', 'gleiger', 'schfarbigerer', 'glger', 'gleichfger']",negative
751,german,99999999,"['schokoladig', 'schokoladischoko', 'schokoladis', 'schokoladischokola', 'schokolaokoladig', 'schokocadis', 'schokoaadischokol', 'schokochokolaadis', 'schokoladischokol', 'schokoladisc']",negative
752,german,99999999,"['gleichfarbiger', 'sleichfarbiger', 'gleichfardiger', 'gdiger', 'giger', 'gger', 'ger', 'gr', 'sbiger', 'siger']",negative
753,german,99999999,"['schokoladigerer', 'schokoladigeger', 'sger', 'gchokoladigerer', 'grer', 'schokoladiger', 'scger', 'schokolager', 'schokoladigger', 'schoger']",negative
754,german,99999999,"['gleichfarbig', 'gleichferbig', 'gleichfeichfarrbig', 'glearbichfarbarbig', 'gleichfeichfarbig', 'gleileichfarbig', 'gleichfarfarbig', 'gleilfarbig', 'gfeichfarbig', 'gleichfeichfrbig']",negative
755,german,99999999,"['schokoladiger', 'schokoladiser', 'schokoladischokolaer', 'schokoladischokolader', 'schokoladischokoer', 'schokoladischokoler', 'gchokoladiser', 'schokoladiscer', 'schokoladischer', 'schokoladischoer']",negative
756,german,99999999,"['gleichfarbig', 'gleichfarbg', 'gleichfarbarbig', 'gleichfarbbig', 'gleichfarbrbig', 'gleichfarbleichfarbig', 'gleichfarbichfarbig', 'gleichfarbfarbig', 'gleichfarbiarbig', 'gleichfarbeichfarbig']",negative
757,german,99999999,"['schokoladigerer', 'schokoladiger', 'schokoladigeger', 'schokoladirer', 'schokoladigger', 'schokoladierer', 'schokoladrer', 'schokoladerer', 'schokoladgerer', 'schokoladiigerer']",negative
758,german,99999999,"['gleichfarbig', 'gleichfagbig', 'gleichfagbir', 'gleichfaigbig', 'gleichfarbir', 'gleichfaigbr', 'gler', 'gleichfarbr', 'gleichfarr', 'gleichfar']",negative
759,german,99999999,"['gerleichfarbiger', 'gleichfarbig', 'gleichfarbiger', 'gerleichfarbig', 'gleichfarbr', 'gleichfarbarbiger', 'chfarbigerleichfarbichfarbiger', 'rleichfarbir', 'arbigerleichfarbiarbiger', 'gleichfarbichfarbiger']",negative
760,german,99999999,"['schokoladig', 'schokoladi', 'schokoladii', 'shokoladicg', 'scokoladig', 'shokoladig', 'schokoladbi', 'schokoladb', 'schokolarbidig', 'schokolardig']",negative
761,german,99999999,"['gerleichfarbiger', 'gleichfarbiger', 'gerleichfarbig', 'rleigechfarbiger', 'gleichfarbig', 'gleigechfarbiger', 'rleigechfarbigeg', 'rleichfarbiger', 'rleigechfarbir', 'erleigchfarbiger']",negative
762,german,99999999,"['ertragen', 'en', 'ertragn', 'ern', 'ertn', 'ertrn', 'ertran', 'een', 'ertrageen', 'erten']",negative
763,german,99999999,"['bbhütbst', 'bbehühütbehüst', 'behütest', 'bbehhütbehst', 'bbhütest', 'behütbst', 'bbehütbest', 'bbehühütest', 'behütbehüst', 'bbehhütest']",negative
764,german,99999999,"['ertragen', 'brtragen', 'ben', 'ertraten', 'eten', 'een', 'en', 'bgen', 'bn', 'erten']",negative
765,german,99999999,"['behüten', 'ben', 'bn', 'behütn', 'behn', 'behün', 'behütbehün', 'behütbn', 'behüteen', 'etbehün']",negative
766,german,99999999,"['ergragesg', 'errtragragesrtrag', 'ertragest', 'ergragest', 'ertragesg', 'errtragragest', 'ertragesrtrag', 'ragertragragest', 'ertragragestrag', 'eragragesag']",negative
767,german,99999999,"['behüten', 'behütbn', 'behütbehün', 'behütbehn', 'eehütbn', 'behütben', 'etbehün', 'ben', 'eehüten', 'behügen']",negative
768,german,99999999,"['ertragragest', 'ertragt', 'ertragest', 'ertragrtragest', 'ertragen', 'ragesrtragragest', 'rrtragragest', 'ertraget', 'rrtragrn', 'ragesrtragragesn']",negative
769,german,99999999,"['behüten', 'behünen', 'behüenen', 'behügenen', 'berhütern', 'bgehütgen', 'bghütgn', 'behüagenen', 'behütren', 'berhüten']",negative
770,german,99999999,"['ertragest', 'ertragen', 'esrtragest', 'esrtragesn', 'esrtraget', 'eragestragest', 'ertragesn', 'esrtragen', 'ertraget', 'eragetragest']",negative
771,german,99999999,"['ertragragen', 'ertragen', 'ertragn', 'ertragrtragen', 'ertragtragen', 'errtragragen', 'ergragen', 'ertraggen', 'ertragagen', 'ereragn']",negative
772,german,99999999,"['behütest', 'beshütesst', 'beshütest', 'behütesst', 'bshütsst', 'bshütest', 'behütsst', 'bgeshütgesst', 'bghütgst', 'behütrestr']",negative
773,german,99999999,"['ertragen', 'ernragen', 'ernraget', 'eragetragen', 'ertragest', 'erenragen', 'ergenragen', 'eragenragen', 'ertraget', 'erenragt']",negative
774,german,99999999,"['best', 'behütesst', 'bst', 'behütest', 'behütst', 'behüst', 'behst', 'behütbehüst', 'behütbst', 'behütesest']",negative
775,german,99999999,"['ertragen', 'ergragen', 'errtragragen', 'ragertragragen', 'ertragragen', 'rrtragrn', 'artragan', 'rtrartragrtran', 'ragertragen', 'eragragen']",negative
776,german,99999999,"['behütest', 'behütbst', 'behütbehüst', 'behütbehst', 'eehütbst', 'behütbest', 'etbehüst', 'best', 'eehütest', 'behügest']",negative
777,german,99999999,"['ertragesst', 'est', 'ertragest', 'erst', 'ertrst', 'ertragst', 'ertrast', 'ertst', 'eest', 'ertragesest']",negative
778,german,99999999,"['bbhütbn', 'bbehühütbehün', 'behüten', 'bbehhütbehn', 'bbhüten', 'behütbn', 'bbehütben', 'bbehühüten', 'behütbehün', 'bbehhüten']",negative
779,german,99999999,"['ertragest', 'ertragesg', 'ertragesrtrag', 'ertratesg', 'etesrtrag', 'ertragestrag', 'ertragesag', 'ertragesrag', 'brtragest', 'best']",negative
780,german,99999999,"['behütehüten', 'bbhütbn', 'bbehühütbehün', 'behütn', 'behüten', 'bbhüten', 'bbehühüten', 'bbehhütbehn', 'bbehütben', 'behütbn']",negative
781,german,99999999,"['ertragest', 'esrtragesst', 'esrtragest', 'ertragesst', 'srteragsste', 'srterageste', 'erteragsste', 'ertesragestes', 'srteragsst', 'srtragsste']",negative
782,german,99999999,"['behüten', 'behünen', 'behünet', 'behütest', 'behütet', 'behütt', 'behüt', 'beht', 'bet', 'ben']",negative
783,german,99999999,"['behütehütest', 'bbhütbn', 'behüten', 'bbhütbst', 'bbehühütbehüst', 'bbehüteshütbehütesn', 'behütest', 'behütt', 'bbehhütbehn', 'bbehühütbehün']",negative
784,german,99999999,"['ertragen', 'ernragen', 'erteragen', 'erenragen', 'ertenragen', 'ehrtragehn', 'ereragen', 'tertragten', 'trtragtn', 'erütenragen']",negative
785,german,99999999,"['behütest', 'behüten', 'beshütest', 'beshütesn', 'beshütet', 'behütesn', 'beshüten', 'behütet', 'ben', 'behütn']",negative
786,german,99999999,"['untr', 'unt', 'u', 'untre', 'ut', 'untt', 'er', 'entr', 'un', 'etr']",negative
787,german,99999999,"['eloqeloqueenter', 'eloquenter', 'eloqntenter', 'eloqeloqueener', 'nloqtnntnr', 'loquenloqtloquenntloquenr', 'lloqoquentlntlr', 'eloqeeloquener', 'eloqeeler', 'eloqeenter']",negative
788,german,99999999,"['untreu', 'unt', 'untret', 'ut', 'entreu', 'eu', 'untrt', 'untt', 'eeu', 'ereu']",negative
789,german,99999999,"['eloqu', 'eloqelo', 'eloqe', 'e', 'eloquen', 'eloque', 'uqelo', 'eloqel', 'uloqe', 'el']",negative
790,german,99999999,"['uuruuur', 'uuruntuuntr', 'uureuer', 'rurerer', 'ntrurentrer', 'uurunuunr', 'uuruuer', 'uureuur', 'uuruntuer', 'uureuuntr']",negative
791,german,99999999,"['eloquent', 'eloquenu', 'eu', 'unt', 'uloquent', 'ut', 'eloqueu', 'elu', 'eloquu', 'eloqu']",negative
792,german,99999999,"['urreu', 'urruu', 'urruntru', 'urruntu', 'urrunu', 'ntreurrentreu', 'untreu', 'uerruu', 'urruntreu', 'untreuerreu']",negative
793,german,99999999,"['eloquent', 'eloqent', 'eloqrent', 'eloqeent', 'eloqunet', 'eloquentre', 'eloquen', 'eloqrnt', 'eloquet', 'eloquentr']",negative
794,german,99999999,"['uerntreuer', 'untreuer', 'uerntreu', 'untreu', 'rntreuer', 'rntreueu', 'rntrer', 'erntreuer', 'euerntreuer', 'reuerntreuer']",negative
795,german,99999999,"['untreureu', 'untureureu', 'unteurureu', 'untureurer', 'untrreureu', 'unteururr', 'untrrureu', 'untrueueu', 'untureueu', 'untueureu']",negative
796,german,99999999,"['eloquerenter', 'eueloqreuenteuer', 'eloquenter', 'eueloqueuenteuer', 'eueloqreuenter', 'eueloqrenteuer', 'eloqreuenteuer', 'euloqereunteur', 'eueloqueuenter', 'eueloquenteuer']",negative
797,german,99999999,"['untreu', 'untueu', 'untuer', 'untrer', 'untrr', 'untr', 'unr', 'ur', 'untru', 'untu']",negative
798,german,99999999,"['eloquenterer', 'eloquenteuer', 'euer', 'uloquenterer', 'urer', 'eloqueuer', 'unterer', 'eluer', 'eloquentuer', 'eloquenuer']",negative
799,german,99999999,"['uureu', 'rurer', 'ntrurentr', 'uuruu', 'uuruntu', 'untreureu', 'untrreueu', 'rureu', 'uurer', 'ntrureu']",negative
800,german,99999999,"['eloquenter', 'uloquenter', 'unter', 'eloquenuer', 'euer', 'eer', 'er', 'uter', 'uer', 'ur']",negative
801,german,99999999,"['untreuerer', 'untreuerur', 'untreueruntreuer', 'untreueruntreur', 'entreuerur', 'untreueruntrr', 'untreueruntrer', 'untreuerunr', 'untreueruntr', 'eruntreuer']",negative
802,german,99999999,"['eloqeloqueent', 'eloquent', 'eloqntent', 'eloqeloqueen', 'eloqeel', 'eloqeeloquen', 'eloqeent', 'eloqeloquenent', 'eloqloquentent', 'eloqtent']",negative
803,german,99999999,"['untreuer', 'untreuur', 'untreuuntrer', 'untreuuntrr', 'entreuur', 'untreuuntr', 'untreuunr', 'euuntrer', 'unter', 'entreuer']",negative
804,german,99999999,"['qloquqntqnt', 'loqloquloqntloqnt', 'eloquentent', 'qloquqntqr', 'loqloquloqntloqr', 'qloquqntent', 'loqloquloqntent', 'qloquentqnt', 'eloquqntqnt', 'loqloquentloqnt']",negative
805,german,99999999,"['unterreuer', 'untreuer', 'uentrreuenter', 'urrenteuenter', 'untetreuer', 'urreuenter', 'unrreuer', 'uentrreuer', 'uerrentuentr', 'uterrenuenr']",negative
806,german,99999999,"['eloquent', 'enloquent', 'eloquenr', 'enloquet', 'eloquer', 'eloquenter', 'eloqur', 'eloqr', 'elor', 'elr']",negative
807,german,99999999,"['eloqeloqueent', 'eloqrent', 'eloquent', 'eloqnterent', 'eloqeent', 'eloqeloquenent', 'eloqeloqueente', 'eloqeeloquent', 'eloqeloquentee', 'eloqeeloquente']",negative
808,german,99999999,"['untreu', 'unreu', 'untteu', 'untnteu', 'untrenu', 'unttnu', 'untrnu', 'uenntreuen', 'unnreu', 'uentrnue']",negative
809,german,99999999,"['eloquenter', 'eloquent', 'enteloquenter', 'eloquentet', 'eloquenr', 'entloquenter', 'enloquenter', 'enteloquer', 'eloquentt', 'eloquet']",negative
810,german,99999999,"['tolerierba', 't', 'to', 'tolerierb', 'toleri', 'tolerier', 'tolerie', 'toler', 'tole', 'tol']",negative
811,german,99999999,"['bärkenstarkke', 'enstärkenstarkke', 'bärenstarkke', 'bärkenstarke', 'bärenstkke', 'enstärenstarkke', 'bärenstärenstarkke', 'enstarärenstkke', 'enstärkenstarke', 'eärenstnstarkke']",negative
812,german,99999999,"['tolerierbar', 'tolerierbak', 'tk', 'bolerierbar', 'br', 'tolerierk', 'tolerk', 'tok', 'tolerierbk', 'toleriek']",negative
813,german,99999999,"['bärenstar', 'b', 'bär', 'bä', 'bärensta', 'bärenst', 'bärens', 'bären', 'bäre', 'br']",negative
814,german,99999999,"['tolerierbare', 'toleriertare', 'toleriertolerierbaare', 'toleriertolare', 'toleriertoleriare', 'toleiieibaie', 'tolelielbale', 'toleoleriieoleribaolerie', 'toleolieolbaole', 'toleaieabaae']",negative
815,german,99999999,"['bärenstark', 'bärenstarr', 'br', 'tärenstark', 'tk', 'bärenstar', 'bär', 'bärenstr', 'bärensr', 'bärenr']",negative
816,german,99999999,"['tolerierbar', 'toleriertar', 'toleriertolerierar', 'bolerierbar', 'olerierbolerierbar', 'toleriertolar', 'toleriertoleriar', 'toleriertoar', 'toleriertolerar', 'toleriertolear']",negative
817,german,99999999,"['bärnstark', 'bärrnstak', 'bärenstark', 'bärenstak', 'bärrnstark', 'bäarnstark', 'bäarnstaak', 'baärenstark', 'bäaenstaak', 'bärarnstark']",negative
818,german,99999999,"['tolereierebare', 'tolerierbare', 'tolerierebare', 'tolereierbare', 'tolereierebar', 'tolerierbar', 'tolerierebar', 'tolereierbar', 'toleeieebare', 'tolerbarierbare']",negative
819,german,99999999,"['tolrrirrbarr', 'tololerierbarriolerierbarrbarolerierbar', 'tolrrirrbare', 'tolrrierbarr', 'tolerirrbarr', 'tolerierbare', 'tololerierbarriolerierbarrbare', 'tololerierbarrierbarolerierbar', 'toleriolerierbarrbarolerierbar', 'tolarriarrbarar']",negative
820,german,99999999,"['bäreenstareke', 'bärenstareke', 'bäreenstarke', 'bärenstarke', 'bäeenstareke', 'bäeenstarrke', 'bäeenstaeke', 'bärenstarrke', 'bäeenstarke', 'bärenstaeke']",negative
821,german,99999999,"['tolerierbar', 'tolrrirrbar', 'tolerierbare', 'tolerbaierbar', 'toleierbar', 'tolrrierbar', 'tolerirrbar', 'tolrrirrbae', 'tolerierbae', 'tolarriarrbar']",negative
822,german,99999999,"['bärenstarkee', 'bärenstarkre', 'bre', 'tärenstarkee', 'tee', 'bärenstare', 'bäre', 'bärenstarre', 'bärenstre', 'bärensre']",negative
823,german,99999999,"['tolerierbar', 'toleriertar', 'toleriertolerierbaar', 'toleriertolar', 'toleriertoleriar', 'toleriertolerierar', 'toleiieibai', 'tolelielbal', 'toleoleriieoleribaoleri', 'toleolieolbaol']",negative
824,german,99999999,"['bärenstarke', 'bärenstarre', 'tärenstarke', 'bre', 'be', 'tke', 'te', 'bärenstare', 'bäre', 'bäe']",negative
825,german,99999999,"['tolerierbaree', 'tolerierbarke', 'tke', 'bolerierbaree', 'bee', 'tolerierke', 'tolerke', 'toke', 'tolerierbake', 'tolerierbke']",negative
826,german,99999999,"['bärkenstarkk', 'enstärkenstarkk', 'bärkenstark', 'enstärkenstark', 'bärenstarkk', 'bärenstkk', 'enstärenstarkk', 'bärenstärenstarkk', 'enstarärenstkk', 'eärenstnstarkk']",negative
827,german,99999999,"['tolerierbare', 'tolerierbake', 'bolerierbare', 'tke', 'te', 'bre', 'be', 'tolerierke', 'tolerke', 'toke']",negative
828,german,99999999,"['bärknstarkk', 'enstärknstarkk', 'bärknstarke', 'bärenstarkk', 'enstärknstarke', 'enstärenstarkk', 'bärknsbarkk', 'bärknsbärensarkk', 'enstärenstarke', 'tärknstarkk']",negative
829,german,99999999,"['tolerierbare', 'tolerkierkbarke', 'tolerkierkbare', 'tolerkierbarke', 'tolerierkbarke', 'tolerierbarke', 'tolerkierbare', 'tolerierkbare', 'tolerierbae', 'tolekiekbarke']",negative
830,german,99999999,"['bärenstark', 'bärknstark', 'bärknstare', 'bärrknstark', 'bärarknstark', 'bärtarknstark', 'bärstarknstark', 'bärenstarke', 'bärenstare', 'bärrknstae']",negative
831,german,99999999,"['kärenstek', 'bärkeenstarkek', 'enstärkeenstarkek', 'bärenstek', 'bärenstarkek', 'bärkeenstark', 'enstärenstarkek', 'bärenstärenstarkek', 'enstarkärenstek', 'enstärkeenstark']",negative
832,german,99999999,"['tolerierbar', 'tolkrikrbar', 'tolkrierbar', 'tolerikrbar', 'tolkrikrba', 'tolkrierba', 'tolerikrba', 'tolerierba', 'tolrkrirkrbar', 'tolerierbarr']",negative
833,german,99999999,"['bärenstarke', 'bärenstark', 'bärkenstarke', 'bärkenstarkk', 'bärkenstare', 'bärenstarkk', 'bärkenstark', 'bärenstare', 'bärk', 'bärenstak']",negative
834,german,99999999,"['nachw', 'n', 'nachweisba', 'nachweisb', 'na', 'nac', 'nach', 'nachwe', 'nachwei', 'nachweis']",negative
835,german,99999999,"['plattem', 'pltttem', 'pllatttem', 'pllttem', 'platttem', 'pllattem', 'platttm', 'plattlatm', 'plattlm', 'plattatm']",negative
836,german,99999999,"['nachweisbar', 'nachweisbat', 'nt', 'pachweisbar', 'pr', 'nat', 'nact', 'nachweisbt', 'nachweist', 'nachweit']",negative
837,german,99999999,"['p', 'plat', 'pla', 'pl', 'pr', 'platr', 'plar', 'plr', 'nat', 'nt']",negative
838,german,99999999,"['nachweisbarem', 'nachweisbachweisbachweisbarem', 'nachweisbachweisbarem', 'nbachweisbbarem', 'nbchweisbbrem', 'nsbachweisbsbarem', 'nschweisbsrem', 'nisbachweisbisbarem', 'nichweisbirem', 'neisbachweisbeisbarem']",negative
839,german,99999999,"['platt', 'platr', 'pr', 'nlatt', 'nt', 'plar', 'plr', 'natt', 'ntt', 'plaat']",negative
840,german,99999999,"['nachweisbar', 'nechweisber', 'nachweisbarechweisbachweisbarer', 'nechweisbar', 'nachweisber', 'nachweisbarechweisbar', 'nachweisbachweisbarer', 'nrechweisbrer', 'nrchweisbrr', 'narechweisbarer']",negative
841,german,99999999,"['platt', 'plactt', 'plbatt', 'plbtt', 'plachtt', 'plsbatt', 'plstt', 'plsbtt', 'plachwtt', 'plisbatt']",negative
842,german,99999999,"['nachweisbarem', 'nachweisbar', 'narechweisbarem', 'narechweisbarer', 'narechweisbam', 'narchweisbarem', 'nachweisbarer', 'narechweisbar', 'narchweisbarr', 'nachweisbam']",negative
843,german,99999999,"['nachweisbareisbar', 'nachweisbarr', 'nachweisbarachweisbar', 'nachweisbarem', 'nachweisbarhweisbar', 'nachweisbarchweisbar', 'nachweisbarar', 'nachweisbarbar', 'nachweisbarsbar', 'nachweisbarisbar']",negative
844,german,99999999,"['plattem', 'plarettem', 'plarttem', 'plettem', 'plrettem', 'plrttem', 'plbarettem', 'plbttem', 'platteim', 'placttem']",negative
845,german,99999999,"['nachweisbar', 'nachweisbam', 'nachwem', 'nachweisbm', 'nachweism', 'nachweim', 'nachwm', 'nachm', 'nacm', 'nam']",negative
846,german,99999999,"['plattemem', 'platterem', 'prem', 'nlattemem', 'nmem', 'plarem', 'plrem', 'platrem', 'plattrem', 'nattemem']",negative
847,german,99999999,"['nachweisbar', 'nachweisbachweisbachweisbar', 'nachwachweisbareisbar', 'nachweisbachweisbar', 'nachwhweisbareisbar', 'nechweisber', 'nbchweisbbr', 'nschweisbsr', 'nichweisbir', 'nwchweisbwr']",negative
848,german,99999999,"['plattem', 'nlattem', 'platrem', 'prem', 'pem', 'pm', 'ntem', 'nem', 'nm', 'nattem']",negative
849,german,99999999,"['nachweisbaremem', 'nachweisbaretem', 'ntem', 'pachweisbaremem', 'pmem', 'natem', 'nactem', 'nachweisbartem', 'nachweisbatem', 'nachweisbtem']",negative
850,german,99999999,"['platt', 'plttt', 'plltt', 'pllattt', 'pllatt', 'plattt', 'pllatttt', 'pltttt', 'platttt', 'plett']",negative
851,german,99999999,"['nachweisbarem', 'pachweisbarem', 'nachweisbatem', 'ntem', 'nem', 'nm', 'prem', 'pem', 'pm', 'nachwem']",negative
852,german,99999999,"['plattt', 'plattlatt', 'plattem', 'plattet', 'plattatt', 'platttt', 'plattelatt', 'platteatt', 'plattett', 'platttm']",negative
853,german,99999999,"['nachweisbarem', 'natchweisbatrem', 'natchweisbarem', 'nachweisbatrem', 'nattechweisbatterem', 'nattchweisbattrem', 'nattechweisbarem', 'nachweisbatterem', 'nattchweisbarem', 'nachweisbattrem']",negative
854,german,99999999,"['platt', 'platm', 'plam', 'plm', 'pm', 'plat', 'plt', 'pt', 'plattem', 'pltt']",negative
855,german,99999999,"['platt', 'plett', 'pllattett', 'plltt', 'plttt', 'pltett', 'plttett', 'plattett', 'pllatttt', 'pllattt']",negative
856,german,99999999,"['nachweisbar', 'natchweisbatr', 'natchweisbar', 'nachweisbatr', 'nachwtisbar', 'ntchweisbtr', 'nachwatisbar', 'nachwaisbar', 'ntchweisbar', 'nachweisbtr']",negative
857,german,99999999,"['platemtem', 'plattem', 'platemt', 'platt', 'plattette', 'plamtte', 'platemem', 'plamm', 'plattet', 'plattte']",negative
858,german,99999999,"['exen', 'een', 'extrudieen', 'exrudieren', 'exrn', 'extrudiereen', 'extruden', 'exten', 'extren', 'extruen']",negative
859,german,99999999,"['sengtest', 'ssngtsst', 'ssenngtsenst', 'ssengtsest', 'sengtsst', 'ssngtest', 'sengtsenst', 'ssenngtest', 'ssengtest', 'sengtsest']",negative
860,german,99999999,"['extrudieren', 'extrudiere', 'extrudierxtrudie', 'extrudierx', 'sxtrudieren', 'sen', 'extrudiegen', 'egen', 'een', 'exgx']",negative
861,german,99999999,"['sen', 'senen', 'seen', 'sengeen', 'sengen', 'sengeren', 'sengesengn', 'sengesn', 'sesn', 'seren']",negative
862,german,99999999,"['extrudierteextrudit', 'extrudiertest', 'xxtrudixrtxet', 'xtrudiextrudixtrudiertxtrudieet', 'extrudierteet', 'extrudierteextrudiet', 'xxtrudixrteet', 'xxtrudiertxet', 'extrudixrtxet', 'xtrudiextrudixtrudierteet']",negative
863,german,99999999,"['sengen', 'sengsn', 'sengsenn', 'sengsen', 'eengsn', 'egsenn', 'sen', 'eengen', 'seren', 'senren']",negative
864,german,99999999,"['extrudiert', 'extrudieren', 'extrudierest', 'extrudierertest', 'extrudierxtrudiertest', 'extrudieres', 'sxtrudisrst', 'xtrudiertesxtrudixtrudiertesrxtrudiertest', 'xxtrudixrxtrudiertest', 'extrudieret']",negative
865,german,99999999,"['sengen', 'eengen', 'serengeren', 'serngern', 'serengen', 'sengeren', 'serngen', 'sengern', 'rengen', 'reengen']",negative
866,german,99999999,"['extrudiertest', 'tesxtruditesrtest', 'txtruditrtest', 'tesxtruditesrtesn', 'txtruditrtn', 'txtrudiertest', 'tesxtrudiertest', 'extruditrtest', 'extruditesrtest', 'tesxtruditesret']",negative
867,german,99999999,"['extrudiern', 'extrudierxtrudieren', 'extrudieren', 'extrudiertrudieren', 'extrudierren', 'extrudiereren', 'extrudierieren', 'extrudierdieren', 'extrudierudieren', 'extrudierrudieren']",negative
868,german,99999999,"['stestgtest', 'stestgttesst', 'stestgttst', 'stesngttesst', 'stngttst', 'setgttesst', 'seestgttst', 'stestgttest', 'stesngtest', 'sengttesst']",negative
869,german,99999999,"['extrudieren', 'exerudieren', 'exnrudieren', 'exnrudieret', 'exerudiertn', 'extreudieren', 'erextrudieren', 'exenrudieren', 'exrenrudieren', 'exerenrudieren']",negative
870,german,99999999,"['stest', 'sengtetsst', 'sengttest', 'sengtetest', 'eengtetsst', 'sengttsengst', 'sengttsst', 'eengtetest', 'stengtesst', 'sengtestest']",negative
871,german,99999999,"['extrudieren', 'extrudierx', 'extrudiere', 'extrudierxtrudie', 'xxtrudixrxn', 'xtrudiextrudixtrudierxtrudien', 'extrudierr', 'extrudiert', 'extrudieri', 'extrudierd']",negative
872,german,99999999,"['sengtest', 'sengtsst', 'sengtsenst', 'sengtsengst', 'sengtesengt', 'sengtsest', 'eengtsst', 'egtsenst', 'stesengt', 'etsengst']",negative
873,german,99999999,"['extrudierttest', 'extruditest', 'extrudiertesteextrudiert', 'extrudiertesteext', 'extrudiertgteextrudiert', 'extgteext', 'extrudiertestest', 'stesteextrudiert', 'strudiertesteext', 'extrudiertteextrudiert']",negative
874,german,99999999,"['sengen', 'ssngsn', 'ssenngsenn', 'ssengsen', 'ssngen', 'sengsn', 'ssenngen', 'sengsenn', 'ssengen', 'sengsen']",negative
875,german,99999999,"['extrudiertest', 'extrudierteet', 'extrudierteextrudit', 'extrudierteextrudiet', 'extrudierteextrudiert', 'extrudierteextrudiertt', 'extrudiertesxtrudiert', 'sxtrudierteet', 'extrudierteext', 'extrudierteextt']",negative
